segment,country,product,discount_band,units_sold,manufacturing_price,sale_price,gross_sales,discounts,sales,cogs,profit,date,month_number,month_name,year,año,mes,mes_nombre,trimestre,margen_bruto_pct,tasa_descuento_pct,ratio_cogs_ventas,rentabilidad_cat
Midmarket,Germany, Paseo , Medium ," $2,116.00 ",10.0,15.0,31740.0,1587.0,30153.0,21160.0,8993.0,2013-01-12,12, December ,2013,2013,1,Jan,Q1,29.82,5.0,70.18,🟡 Media (15-30%)
Midmarket,United States of America, Velo , Medium , $555.00 ,120.0,15.0,8325.0,416.25,7908.75,5550.0,2358.75,2014-01-01,1, January ,2014,2014,1,Jan,Q1,29.82,5.0,70.18,🟡 Media (15-30%)
Midmarket,Mexico, Velo , Medium ," $2,861.00 ",120.0,15.0,42915.0,2145.75,40769.25,28610.0,12159.25,2014-01-01,1, January ,2014,2014,1,Jan,Q1,29.82,5.0,70.18,🟡 Media (15-30%)
Enterprise,Germany, Velo , Medium , $807.00 ,120.0,125.0,100875.0,5043.75,95831.25,96840.0,-1008.75,2014-01-02,2, February ,2014,2014,1,Jan,Q1,-1.05,5.0,101.05,🔴 Negativa (<0%)
Government,United States of America, Velo , Medium , $602.00 ,120.0,350.0,210700.0,10535.0,200165.0,156520.0,43645.0,2014-01-06,6, June ,2014,2014,1,Jan,Q1,21.8,5.0,78.2,🟡 Media (15-30%)
Government,United States of America, Velo , Medium ," $2,832.00 ",120.0,20.0,56640.0,2832.0,53808.0,28320.0,25488.0,2014-01-08,8, August ,2014,2014,1,Jan,Q1,47.37,5.0,52.63,🟢 Alta (>30%)
Government,France, Velo , Medium ," $1,579.00 ",120.0,20.0,31580.0,1579.0,30001.0,15790.0,14211.0,2014-01-08,8, August ,2014,2014,1,Jan,Q1,47.37,5.0,52.63,🟢 Alta (>30%)
Enterprise,United States of America, Velo , Medium , $861.00 ,120.0,125.0,107625.0,5381.25,102243.75,103320.0,-1076.25,2014-01-10,10, October ,2014,2014,1,Jan,Q1,-1.05,5.0,101.05,🔴 Negativa (<0%)
Enterprise,France, Velo , Medium , $704.00 ,120.0,125.0,88000.0,4400.0,83600.0,84480.0,-880.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,-1.05,5.0,101.05,🔴 Negativa (<0%)
Government,France, Velo , Medium ," $1,033.00 ",120.0,20.0,20660.0,1033.0,19627.0,10330.0,9297.0,2013-01-12,12, December ,2013,2013,1,Jan,Q1,47.37,5.0,52.63,🟢 Alta (>30%)
Small Business,Germany, Velo , Medium ," $1,250.00 ",120.0,300.0,375000.0,18750.0,356250.0,312500.0,43750.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,12.28,5.0,87.72,🟠 Baja (0-15%)
Government,Canada, VTT , Medium ," $1,389.00 ",250.0,20.0,27780.0,1389.0,26391.0,13890.0,12501.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,47.37,5.0,52.63,🟢 Alta (>30%)
Government,United States of America, VTT , Medium ," $1,265.00 ",250.0,20.0,25300.0,1265.0,24035.0,12650.0,11385.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,47.37,5.0,52.63,🟢 Alta (>30%)
Government,Germany, VTT , Medium ," $2,297.00 ",250.0,20.0,45940.0,2297.0,43643.0,22970.0,20673.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,47.37,5.0,52.63,🟢 Alta (>30%)
Government,United States of America, VTT , Medium ," $2,663.00 ",250.0,20.0,53260.0,2663.0,50597.0,26630.0,23967.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,47.37,5.0,52.63,🟢 Alta (>30%)
Government,United States of America, VTT , Medium , $570.00 ,250.0,7.0,3990.0,199.5,3790.5,2850.0,940.5,2014-01-12,12, December ,2014,2014,1,Jan,Q1,24.81,5.0,75.19,🟡 Media (15-30%)
Government,France, VTT , Medium ," $2,487.00 ",250.0,7.0,17409.0,870.45,16538.55,12435.0,4103.55,2014-01-12,12, December ,2014,2014,1,Jan,Q1,24.81,5.0,75.19,🟡 Media (15-30%)
Government,Germany, Amarilla , Medium ," $1,350.00 ",260.0,350.0,472500.0,23625.0,448875.0,351000.0,97875.0,2014-01-02,2, February ,2014,2014,1,Jan,Q1,21.8,5.0,78.2,🟡 Media (15-30%)
Government,Canada, Amarilla , Medium , $552.00 ,260.0,350.0,193200.0,9660.0,183540.0,143520.0,40020.0,2014-01-08,8, August ,2014,2014,1,Jan,Q1,21.8,5.0,78.2,🟡 Media (15-30%)
Government,Canada, Amarilla , Medium ," $1,228.00 ",260.0,350.0,429800.0,21490.0,408310.0,319280.0,89030.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,21.8,5.0,78.2,🟡 Media (15-30%)
Small Business,Germany, Amarilla , Medium ," $1,250.00 ",260.0,300.0,375000.0,18750.0,356250.0,312500.0,43750.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,12.28,5.0,87.72,🟠 Baja (0-15%)
Midmarket,France, Paseo , Medium ," $3,801.00 ",10.0,15.0,57015.0,3420.9,53594.1,38010.0,15584.1,2014-01-04,4, April ,2014,2014,1,Jan,Q1,29.08,6.0,70.92,🟡 Media (15-30%)
Government,United States of America, Carretera , Medium ," $1,117.50 ",3.0,20.0,22350.0,1341.0,21009.0,11175.0,9834.0,2014-01-01,1, January ,2014,2014,1,Jan,Q1,46.81,6.0,53.19,🟢 Alta (>30%)
Midmarket,Canada, Carretera , Medium ," $2,844.00 ",3.0,15.0,42660.0,2559.6,40100.4,28440.0,11660.4,2014-01-06,6, June ,2014,2014,1,Jan,Q1,29.08,6.0,70.92,🟡 Media (15-30%)
Channel Partners,Mexico, Carretera , Medium , $562.00 ,3.0,12.0,6744.0,404.64,6339.36,1686.0,4653.36,2014-01-09,9, September ,2014,2014,1,Jan,Q1,73.4,6.0,26.6,🟢 Alta (>30%)
Channel Partners,Canada, Carretera , Medium ," $2,299.00 ",3.0,12.0,27588.0,1655.28,25932.72,6897.0,19035.72,2013-01-10,10, October ,2013,2013,1,Jan,Q1,73.4,6.0,26.6,🟢 Alta (>30%)
Midmarket,United States of America, Carretera , Medium ," $2,030.00 ",3.0,15.0,30450.0,1827.0,28623.0,20300.0,8323.0,2014-01-11,11, November ,2014,2014,1,Jan,Q1,29.08,6.0,70.92,🟡 Media (15-30%)
Government,United States of America, Carretera , Medium , $263.00 ,3.0,7.0,1841.0,110.46,1730.54,1315.0,415.54,2013-01-11,11, November ,2013,2013,1,Jan,Q1,24.01,6.0,75.99,🟡 Media (15-30%)
Enterprise,Germany, Carretera , Medium , $887.00 ,3.0,125.0,110875.0,6652.5,104222.5,106440.0,-2217.5,2013-01-12,12, December ,2013,2013,1,Jan,Q1,-2.13,6.0,102.13,🔴 Negativa (<0%)
Government,Mexico, Montana , Medium , $980.00 ,5.0,350.0,343000.0,20580.0,322420.0,254800.0,67620.0,2014-01-04,4, April ,2014,2014,1,Jan,Q1,20.97,6.0,79.03,🟡 Media (15-30%)
Government,Germany, Montana , Medium ," $1,460.00 ",5.0,350.0,511000.0,30660.0,480340.0,379600.0,100740.0,2014-01-05,5, May ,2014,2014,1,Jan,Q1,20.97,6.0,79.03,🟡 Media (15-30%)
Government,France, Montana , Medium ," $1,403.00 ",5.0,7.0,9821.0,589.26,9231.74,7015.0,2216.74,2013-01-10,10, October ,2013,2013,1,Jan,Q1,24.01,6.0,75.99,🟡 Media (15-30%)
Channel Partners,United States of America, Montana , Medium ," $2,723.00 ",5.0,12.0,32676.0,1960.56,30715.44,8169.0,22546.44,2014-01-11,11, November ,2014,2014,1,Jan,Q1,73.4,6.0,26.6,🟢 Alta (>30%)
Government,France, Paseo , Medium ," $1,496.00 ",10.0,350.0,523600.0,31416.0,492184.0,388960.0,103224.0,2014-01-06,6, June ,2014,2014,1,Jan,Q1,20.97,6.0,79.03,🟡 Media (15-30%)
Channel Partners,Canada, Paseo , Medium ," $2,299.00 ",10.0,12.0,27588.0,1655.28,25932.72,6897.0,19035.72,2013-01-10,10, October ,2013,2013,1,Jan,Q1,73.4,6.0,26.6,🟢 Alta (>30%)
Government,United States of America, Paseo , Medium , $727.00 ,10.0,350.0,254450.0,15267.0,239183.0,189020.0,50163.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,20.97,6.0,79.03,🟡 Media (15-30%)
Enterprise,Canada, Velo , Medium , $952.00 ,120.0,125.0,119000.0,7140.0,111860.0,114240.0,-2380.0,2014-01-02,2, February ,2014,2014,1,Jan,Q1,-2.13,6.0,102.13,🔴 Negativa (<0%)
Enterprise,United States of America, Velo , Medium ," $2,755.00 ",120.0,125.0,344375.0,20662.5,323712.5,330600.0,-6887.5,2014-01-02,2, February ,2014,2014,1,Jan,Q1,-2.13,6.0,102.13,🔴 Negativa (<0%)
Midmarket,Germany, Velo , Medium ," $1,530.00 ",120.0,15.0,22950.0,1377.0,21573.0,15300.0,6273.0,2014-01-05,5, May ,2014,2014,1,Jan,Q1,29.08,6.0,70.92,🟡 Media (15-30%)
Government,France, Velo , Medium ," $1,496.00 ",120.0,350.0,523600.0,31416.0,492184.0,388960.0,103224.0,2014-01-06,6, June ,2014,2014,1,Jan,Q1,20.97,6.0,79.03,🟡 Media (15-30%)
Government,Mexico, Velo , Medium ," $1,498.00 ",120.0,7.0,10486.0,629.16,9856.84,7490.0,2366.84,2014-01-06,6, June ,2014,2014,1,Jan,Q1,24.01,6.0,75.99,🟡 Media (15-30%)
Small Business,France, Velo , Medium ," $1,221.00 ",120.0,300.0,366300.0,21978.0,344322.0,305250.0,39072.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,11.35,6.0,88.65,🟠 Baja (0-15%)
Government,France, Velo , Medium ," $2,076.00 ",120.0,350.0,726600.0,43596.0,683004.0,539760.0,143244.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,20.97,6.0,79.03,🟡 Media (15-30%)
Midmarket,Canada, VTT , Medium ," $2,844.00 ",250.0,15.0,42660.0,2559.6,40100.4,28440.0,11660.4,2014-01-06,6, June ,2014,2014,1,Jan,Q1,29.08,6.0,70.92,🟡 Media (15-30%)
Government,Mexico, VTT , Medium ," $1,498.00 ",250.0,7.0,10486.0,629.16,9856.84,7490.0,2366.84,2014-01-06,6, June ,2014,2014,1,Jan,Q1,24.01,6.0,75.99,🟡 Media (15-30%)
Small Business,France, VTT , Medium ," $1,221.00 ",250.0,300.0,366300.0,21978.0,344322.0,305250.0,39072.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,11.35,6.0,88.65,🟠 Baja (0-15%)
Government,Mexico, VTT , Medium ," $1,123.00 ",250.0,20.0,22460.0,1347.6,21112.4,11230.0,9882.4,2013-01-11,11, November ,2013,2013,1,Jan,Q1,46.81,6.0,53.19,🟢 Alta (>30%)
Small Business,Canada, VTT , Medium ," $2,436.00 ",250.0,300.0,730800.0,43848.0,686952.0,609000.0,77952.0,2013-01-12,12, December ,2013,2013,1,Jan,Q1,11.35,6.0,88.65,🟠 Baja (0-15%)
Enterprise,France, Amarilla , Medium ," $1,987.50 ",260.0,125.0,248437.5,14906.25,233531.25,238500.0,-4968.75,2014-01-01,1, January ,2014,2014,1,Jan,Q1,-2.13,6.0,102.13,🔴 Negativa (<0%)
Government,Mexico, Amarilla , Medium ," $1,679.00 ",260.0,350.0,587650.0,35259.0,552391.0,436540.0,115851.0,2014-01-09,9, September ,2014,2014,1,Jan,Q1,20.97,6.0,79.03,🟡 Media (15-30%)
Government,United States of America, Amarilla , Medium , $727.00 ,260.0,350.0,254450.0,15267.0,239183.0,189020.0,50163.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,20.97,6.0,79.03,🟡 Media (15-30%)
Government,France, Amarilla , Medium ," $1,403.00 ",260.0,7.0,9821.0,589.26,9231.74,7015.0,2216.74,2013-01-10,10, October ,2013,2013,1,Jan,Q1,24.01,6.0,75.99,🟡 Media (15-30%)
Government,France, Amarilla , Medium ," $2,076.00 ",260.0,350.0,726600.0,43596.0,683004.0,539760.0,143244.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,20.97,6.0,79.03,🟡 Media (15-30%)
Government,France, Montana , Medium ," $1,757.00 ",5.0,20.0,35140.0,2108.4,33031.6,17570.0,15461.6,2013-01-10,10, October ,2013,2013,1,Jan,Q1,46.81,6.0,53.19,🟢 Alta (>30%)
Midmarket,United States of America, Paseo , Medium ," $2,198.00 ",10.0,15.0,32970.0,1978.2,30991.8,21980.0,9011.8,2014-01-08,8, August ,2014,2014,1,Jan,Q1,29.08,6.0,70.92,🟡 Media (15-30%)
Midmarket,Germany, Paseo , Medium ," $1,743.00 ",10.0,15.0,26145.0,1568.7,24576.3,17430.0,7146.3,2014-01-08,8, August ,2014,2014,1,Jan,Q1,29.08,6.0,70.92,🟡 Media (15-30%)
Midmarket,United States of America, Paseo , Medium ," $1,153.00 ",10.0,15.0,17295.0,1037.7,16257.3,11530.0,4727.3,2014-01-10,10, October ,2014,2014,1,Jan,Q1,29.08,6.0,70.92,🟡 Media (15-30%)
Government,France, Paseo , Medium ," $1,757.00 ",10.0,20.0,35140.0,2108.4,33031.6,17570.0,15461.6,2013-01-10,10, October ,2013,2013,1,Jan,Q1,46.81,6.0,53.19,🟢 Alta (>30%)
Government,Germany, Velo , Medium ," $1,001.00 ",120.0,20.0,20020.0,1201.2,18818.8,10010.0,8808.8,2014-01-08,8, August ,2014,2014,1,Jan,Q1,46.81,6.0,53.19,🟢 Alta (>30%)
Government,Mexico, Velo , Medium ," $1,333.00 ",120.0,7.0,9331.0,559.86,8771.14,6665.0,2106.14,2014-01-11,11, November ,2014,2014,1,Jan,Q1,24.01,6.0,75.99,🟡 Media (15-30%)
Midmarket,United States of America, VTT , Medium ," $1,153.00 ",250.0,15.0,17295.0,1037.7,16257.3,11530.0,4727.3,2014-01-10,10, October ,2014,2014,1,Jan,Q1,29.08,6.0,70.92,🟡 Media (15-30%)
Channel Partners,Mexico, Carretera , Medium , $727.00 ,3.0,12.0,8724.0,610.68,8113.32,2181.0,5932.32,2014-01-02,2, February ,2014,2014,1,Jan,Q1,73.12,7.0,26.88,🟢 Alta (>30%)
Channel Partners,Canada, Carretera , Medium ," $1,884.00 ",3.0,12.0,22608.0,1582.56,21025.44,5652.0,15373.44,2014-01-08,8, August ,2014,2014,1,Jan,Q1,73.12,7.0,26.88,🟢 Alta (>30%)
Government,Mexico, Carretera , Medium ," $1,834.00 ",3.0,20.0,36680.0,2567.6,34112.4,18340.0,15772.4,2013-01-09,9, September ,2013,2013,1,Jan,Q1,46.24,7.0,53.76,🟢 Alta (>30%)
Channel Partners,Mexico, Montana , Medium ," $2,340.00 ",5.0,12.0,28080.0,1965.6,26114.4,7020.0,19094.4,2014-01-01,1, January ,2014,2014,1,Jan,Q1,73.12,7.0,26.88,🟢 Alta (>30%)
Channel Partners,France, Montana , Medium ," $2,342.00 ",5.0,12.0,28104.0,1967.28,26136.72,7026.0,19110.72,2014-01-11,11, November ,2014,2014,1,Jan,Q1,73.12,7.0,26.88,🟢 Alta (>30%)
Government,France, Paseo , Medium ," $1,031.00 ",10.0,7.0,7217.0,505.19,6711.81,5155.0,1556.81,2013-01-09,9, September ,2013,2013,1,Jan,Q1,23.2,7.0,76.8,🟡 Media (15-30%)
Midmarket,Canada, Velo , Medium ," $1,262.00 ",120.0,15.0,18930.0,1325.1,17604.9,12620.0,4984.9,2014-01-05,5, May ,2014,2014,1,Jan,Q1,28.32,7.0,71.68,🟡 Media (15-30%)
Government,Canada, Velo , Medium ," $1,135.00 ",120.0,7.0,7945.0,556.15,7388.85,5675.0,1713.85,2014-01-06,6, June ,2014,2014,1,Jan,Q1,23.2,7.0,76.8,🟡 Media (15-30%)
Government,United States of America, Velo , Medium , $547.00 ,120.0,7.0,3829.0,268.03,3560.97,2735.0,825.97,2014-01-11,11, November ,2014,2014,1,Jan,Q1,23.2,7.0,76.8,🟡 Media (15-30%)
Government,Canada, Velo , Medium ," $1,582.00 ",120.0,7.0,11074.0,775.18,10298.82,7910.0,2388.82,2014-01-12,12, December ,2014,2014,1,Jan,Q1,23.2,7.0,76.8,🟡 Media (15-30%)
Channel Partners,France, VTT , Medium ," $1,738.50 ",250.0,12.0,20862.0,1460.34,19401.66,5215.5,14186.16,2014-01-04,4, April ,2014,2014,1,Jan,Q1,73.12,7.0,26.88,🟢 Alta (>30%)
Channel Partners,Germany, VTT , Medium ," $2,215.00 ",250.0,12.0,26580.0,1860.6,24719.4,6645.0,18074.4,2013-01-09,9, September ,2013,2013,1,Jan,Q1,73.12,7.0,26.88,🟢 Alta (>30%)
Government,Canada, VTT , Medium ," $1,582.00 ",250.0,7.0,11074.0,775.18,10298.82,7910.0,2388.82,2014-01-12,12, December ,2014,2014,1,Jan,Q1,23.2,7.0,76.8,🟡 Media (15-30%)
Government,Canada, Amarilla , Medium ," $1,135.00 ",260.0,7.0,7945.0,556.15,7388.85,5675.0,1713.85,2014-01-06,6, June ,2014,2014,1,Jan,Q1,23.2,7.0,76.8,🟡 Media (15-30%)
Government,United States of America, Carretera , Medium ," $1,761.00 ",3.0,350.0,616350.0,43144.5,573205.5,457860.0,115345.5,2014-01-03,3, March ,2014,2014,1,Jan,Q1,20.12,7.0,79.88,🟡 Media (15-30%)
Small Business,France, Carretera , Medium , $448.00 ,3.0,300.0,134400.0,9408.0,124992.0,112000.0,12992.0,2014-01-06,6, June ,2014,2014,1,Jan,Q1,10.39,7.0,89.61,🟠 Baja (0-15%)
Small Business,France, Carretera , Medium ," $2,181.00 ",3.0,300.0,654300.0,45801.0,608499.0,545250.0,63249.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,10.39,7.0,89.61,🟠 Baja (0-15%)
Government,France, Montana , Medium ," $1,976.00 ",5.0,20.0,39520.0,2766.4,36753.6,19760.0,16993.6,2014-01-10,10, October ,2014,2014,1,Jan,Q1,46.24,7.0,53.76,🟢 Alta (>30%)
Small Business,France, Montana , Medium ," $2,181.00 ",5.0,300.0,654300.0,45801.0,608499.0,545250.0,63249.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,10.39,7.0,89.61,🟠 Baja (0-15%)
Enterprise,Germany, Montana , Medium ," $2,500.00 ",5.0,125.0,312500.0,21875.0,290625.0,300000.0,-9375.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,-3.23,7.0,103.23,🔴 Negativa (<0%)
Small Business,Canada, Paseo , Medium ," $1,702.00 ",10.0,300.0,510600.0,35742.0,474858.0,425500.0,49358.0,2014-01-05,5, May ,2014,2014,1,Jan,Q1,10.39,7.0,89.61,🟠 Baja (0-15%)
Small Business,France, Paseo , Medium , $448.00 ,10.0,300.0,134400.0,9408.0,124992.0,112000.0,12992.0,2014-01-06,6, June ,2014,2014,1,Jan,Q1,10.39,7.0,89.61,🟠 Baja (0-15%)
Enterprise,Germany, Paseo , Medium ," $3,513.00 ",10.0,125.0,439125.0,30738.75,408386.25,421560.0,-13173.75,2014-01-07,7, July ,2014,2014,1,Jan,Q1,-3.23,7.0,103.23,🔴 Negativa (<0%)
Midmarket,France, Paseo , Medium ," $2,101.00 ",10.0,15.0,31515.0,2206.05,29308.95,21010.0,8298.95,2014-01-08,8, August ,2014,2014,1,Jan,Q1,28.32,7.0,71.68,🟡 Media (15-30%)
Midmarket,United States of America, Paseo , Medium ," $2,931.00 ",10.0,15.0,43965.0,3077.55,40887.45,29310.0,11577.45,2013-01-09,9, September ,2013,2013,1,Jan,Q1,28.32,7.0,71.68,🟡 Media (15-30%)
Government,France, Paseo , Medium ," $1,535.00 ",10.0,20.0,30700.0,2149.0,28551.0,15350.0,13201.0,2014-01-09,9, September ,2014,2014,1,Jan,Q1,46.24,7.0,53.76,🟢 Alta (>30%)
Small Business,Germany, Paseo , Medium ," $1,123.00 ",10.0,300.0,336900.0,23583.0,313317.0,280750.0,32567.0,2013-01-09,9, September ,2013,2013,1,Jan,Q1,10.39,7.0,89.61,🟠 Baja (0-15%)
Small Business,Canada, Paseo , Medium ," $1,404.00 ",10.0,300.0,421200.0,29484.0,391716.0,351000.0,40716.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,10.39,7.0,89.61,🟠 Baja (0-15%)
Channel Partners,Mexico, Paseo , Medium ," $2,763.00 ",10.0,12.0,33156.0,2320.92,30835.08,8289.0,22546.08,2013-01-11,11, November ,2013,2013,1,Jan,Q1,73.12,7.0,26.88,🟢 Alta (>30%)
Government,Germany, Paseo , Medium ," $2,125.00 ",10.0,7.0,14875.0,1041.25,13833.75,10625.0,3208.75,2013-01-12,12, December ,2013,2013,1,Jan,Q1,23.2,7.0,76.8,🟡 Media (15-30%)
Small Business,France, Velo , Medium ," $1,659.00 ",120.0,300.0,497700.0,34839.0,462861.0,414750.0,48111.0,2014-01-07,7, July ,2014,2014,1,Jan,Q1,10.39,7.0,89.61,🟠 Baja (0-15%)
Government,Mexico, Velo , Medium , $609.00 ,120.0,20.0,12180.0,852.6,11327.4,6090.0,5237.4,2014-01-08,8, August ,2014,2014,1,Jan,Q1,46.24,7.0,53.76,🟢 Alta (>30%)
Enterprise,Germany, Velo , Medium ," $2,087.00 ",120.0,125.0,260875.0,18261.25,242613.75,250440.0,-7826.25,2014-01-09,9, September ,2014,2014,1,Jan,Q1,-3.23,7.0,103.23,🔴 Negativa (<0%)
Government,France, Velo , Medium ," $1,976.00 ",120.0,20.0,39520.0,2766.4,36753.6,19760.0,16993.6,2014-01-10,10, October ,2014,2014,1,Jan,Q1,46.24,7.0,53.76,🟢 Alta (>30%)
Government,United States of America, Velo , Medium ," $1,421.00 ",120.0,20.0,28420.0,1989.4,26430.6,14210.0,12220.6,2013-01-12,12, December ,2013,2013,1,Jan,Q1,46.24,7.0,53.76,🟢 Alta (>30%)
Small Business,United States of America, Velo , Medium ," $1,372.00 ",120.0,300.0,411600.0,28812.0,382788.0,343000.0,39788.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,10.39,7.0,89.61,🟠 Baja (0-15%)
Government,Germany, Velo , Medium , $588.00 ,120.0,20.0,11760.0,823.2,10936.8,5880.0,5056.8,2013-01-12,12, December ,2013,2013,1,Jan,Q1,46.24,7.0,53.76,🟢 Alta (>30%)
Channel Partners,Canada, VTT , Medium ," $3,244.50 ",250.0,12.0,38934.0,2725.38,36208.62,9733.5,26475.12,2014-01-01,1, January ,2014,2014,1,Jan,Q1,73.12,7.0,26.88,🟢 Alta (>30%)
Small Business,France, VTT , Medium , $959.00 ,250.0,300.0,287700.0,20139.0,267561.0,239750.0,27811.0,2014-01-02,2, February ,2014,2014,1,Jan,Q1,10.39,7.0,89.61,🟠 Baja (0-15%)
Small Business,Mexico, VTT , Medium ," $2,747.00 ",250.0,300.0,824100.0,57687.0,766413.0,686750.0,79663.0,2014-01-02,2, February ,2014,2014,1,Jan,Q1,10.39,7.0,89.61,🟠 Baja (0-15%)
Enterprise,Canada, Amarilla , Medium ," $1,645.00 ",260.0,125.0,205625.0,14393.75,191231.25,197400.0,-6168.75,2014-01-05,5, May ,2014,2014,1,Jan,Q1,-3.23,7.0,103.23,🔴 Negativa (<0%)
Government,France, Amarilla , Medium ," $2,876.00 ",260.0,350.0,1006600.0,70462.0,936138.0,747760.0,188378.0,2014-01-09,9, September ,2014,2014,1,Jan,Q1,20.12,7.0,79.88,🟡 Media (15-30%)
Enterprise,Germany, Amarilla , Medium , $994.00 ,260.0,125.0,124250.0,8697.5,115552.5,119280.0,-3727.5,2013-01-09,9, September ,2013,2013,1,Jan,Q1,-3.23,7.0,103.23,🔴 Negativa (<0%)
Government,Canada, Amarilla , Medium ," $1,118.00 ",260.0,20.0,22360.0,1565.2,20794.8,11180.0,9614.8,2014-01-11,11, November ,2014,2014,1,Jan,Q1,46.24,7.0,53.76,🟢 Alta (>30%)
Small Business,United States of America, Amarilla , Medium ," $1,372.00 ",260.0,300.0,411600.0,28812.0,382788.0,343000.0,39788.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,10.39,7.0,89.61,🟠 Baja (0-15%)
Government,Canada, Montana , Medium , $488.00 ,5.0,7.0,3416.0,273.28,3142.72,2440.0,702.72,2014-01-02,2, February ,2014,2014,1,Jan,Q1,22.36,8.0,77.64,🟡 Media (15-30%)
Government,United States of America, Montana , Medium ," $1,282.00 ",5.0,20.0,25640.0,2051.2,23588.8,12820.0,10768.8,2014-01-06,6, June ,2014,2014,1,Jan,Q1,45.65,8.0,54.35,🟢 Alta (>30%)
Government,Canada, Paseo , Medium , $257.00 ,10.0,7.0,1799.0,143.92,1655.08,1285.0,370.08,2014-01-05,5, May ,2014,2014,1,Jan,Q1,22.36,8.0,77.64,🟡 Media (15-30%)
Government,United States of America, Amarilla , Medium ," $1,282.00 ",260.0,20.0,25640.0,2051.2,23588.8,12820.0,10768.8,2014-01-06,6, June ,2014,2014,1,Jan,Q1,45.65,8.0,54.35,🟢 Alta (>30%)
Enterprise,Mexico, Carretera , Medium ," $1,540.00 ",3.0,125.0,192500.0,15400.0,177100.0,184800.0,-7700.0,2014-01-08,8, August ,2014,2014,1,Jan,Q1,-4.35,8.0,104.35,🔴 Negativa (<0%)
Midmarket,France, Carretera , Medium , $490.00 ,3.0,15.0,7350.0,588.0,6762.0,4900.0,1862.0,2014-01-11,11, November ,2014,2014,1,Jan,Q1,27.54,8.0,72.46,🟡 Media (15-30%)
Government,Mexico, Carretera , Medium ," $1,362.00 ",3.0,350.0,476700.0,38136.0,438564.0,354120.0,84444.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,19.25,8.0,80.75,🟡 Media (15-30%)
Midmarket,France, Montana , Medium ," $2,501.00 ",5.0,15.0,37515.0,3001.2,34513.8,25010.0,9503.8,2014-01-03,3, March ,2014,2014,1,Jan,Q1,27.54,8.0,72.46,🟡 Media (15-30%)
Government,Canada, Montana , Medium , $708.00 ,5.0,20.0,14160.0,1132.8,13027.2,7080.0,5947.2,2014-01-06,6, June ,2014,2014,1,Jan,Q1,45.65,8.0,54.35,🟢 Alta (>30%)
Government,Germany, Montana , Medium , $645.00 ,5.0,20.0,12900.0,1032.0,11868.0,6450.0,5418.0,2014-01-07,7, July ,2014,2014,1,Jan,Q1,45.65,8.0,54.35,🟢 Alta (>30%)
Small Business,France, Montana , Medium ," $1,562.00 ",5.0,300.0,468600.0,37488.0,431112.0,390500.0,40612.0,2014-01-08,8, August ,2014,2014,1,Jan,Q1,9.42,8.0,90.58,🟠 Baja (0-15%)
Small Business,Canada, Montana , Medium ," $1,283.00 ",5.0,300.0,384900.0,30792.0,354108.0,320750.0,33358.0,2013-01-09,9, September ,2013,2013,1,Jan,Q1,9.42,8.0,90.58,🟠 Baja (0-15%)
Midmarket,Germany, Montana , Medium , $711.00 ,5.0,15.0,10665.0,853.2,9811.8,7110.0,2701.8,2014-01-12,12, December ,2014,2014,1,Jan,Q1,27.54,8.0,72.46,🟡 Media (15-30%)
Enterprise,Mexico, Paseo , Medium ," $1,114.00 ",10.0,125.0,139250.0,11140.0,128110.0,133680.0,-5570.0,2014-01-03,3, March ,2014,2014,1,Jan,Q1,-4.35,8.0,104.35,🔴 Negativa (<0%)
Government,Germany, Paseo , Medium ," $1,259.00 ",10.0,7.0,8813.0,705.04,8107.96,6295.0,1812.96,2014-01-04,4, April ,2014,2014,1,Jan,Q1,22.36,8.0,77.64,🟡 Media (15-30%)
Government,Germany, Paseo , Medium ," $1,095.00 ",10.0,7.0,7665.0,613.2,7051.8,5475.0,1576.8,2014-01-05,5, May ,2014,2014,1,Jan,Q1,22.36,8.0,77.64,🟡 Media (15-30%)
Government,Germany, Paseo , Medium ," $1,366.00 ",10.0,20.0,27320.0,2185.6,25134.4,13660.0,11474.4,2014-01-06,6, June ,2014,2014,1,Jan,Q1,45.65,8.0,54.35,🟢 Alta (>30%)
